## 1.1.1
## assembly	: /project/elk_bison_genomics/Masonbrink/06_blobtools/north_american_elk_15Jun2018_oY8t2.fasta
## coverage	 bam0 - /project/elk_bison_genomics/Masonbrink/06_blobtools/SecondRun.bam
## taxonomy	 tax0 - /project/elk_bison_genomics/Masonbrink/06_blobtools/AllBlasts.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
ScoY8t2_43;HRSCAF=57	6066	0.4552	0	2.4475	Chordata	16604.5	1
ScoY8t2_44;HRSCAF=58	945	0.5799	0	0.0	Chordata	643.0	0
ScoY8t2_45;HRSCAF=59	52919	0.4247	0	410.2652	Nematoda	469077.0	1
ScoY8t2_46;HRSCAF=60	47077	0.4752	0	13.1404	Chordata	214664.1	1
ScoY8t2_47;HRSCAF=61	2065	0.3462	0	0.0	Chordata	15887.0	0
ScoY8t2_48;HRSCAF=62	819	0.5421	0	0.0	Chordata	5506.0	0
ScoY8t2_49;HRSCAF=63	1010	0.4238	0	0.0	Chordata	4850.799999999999	0
ScoY8t2_50;HRSCAF=65	882	0.4796	0	0.0	Chordata	1873.1999999999996	0
ScoY8t2_51;HRSCAF=66	12411	0.3826	0	1.9938	Chordata	38186.7	0
ScoY8t2_52;HRSCAF=67	5560	0.5656	0	3.5604	Chordata	18079.0	0
ScoY8t2_53;HRSCAF=68	10039	0.3899	0	5.9156	Chordata	73911.0	1
ScoY8t2_54;HRSCAF=69	594	0.3283	0	0.0	Chordata	822.0	0
ScoY8t2_55;HRSCAF=70	14077	0.4311	0	2.8125	Chordata	34243.899999999994	0
ScoY8t2_56;HRSCAF=71	2723	0.4932	0	3.6349	Chordata	10378.800000000001	1
ScoY8t2_57;HRSCAF=72	174269	0.4201	0	18.6007	Chordata	458527.99999999924	1
ScoY8t2_58;HRSCAF=73	848	0.4363	0	0.0	Chordata	2745.4000000000005	1
ScoY8t2_59;HRSCAF=74	31148	0.4295	0	6.1965	Chordata	148302.6	0
ScoY8t2_60;HRSCAF=75	17267	0.4726	0	4.0125	Chordata	113916.5	0
ScoY8t2_61;HRSCAF=76	5560	0.3829	0	5.3405	Chordata	44683.0	1
ScoY8t2_62;HRSCAF=77	538	0.4052	0	0.0	Chordata	1097.5	0
ScoY8t2_63;HRSCAF=78	8903	0.4576	0	13.3409	Chordata	72008.0	0
ScoY8t2_64;HRSCAF=80	14139	0.4297	0	1.4001	Chordata	94937.9	1
ScoY8t2_65;HRSCAF=81	5124	0.4169	0	0.9658	Chordata	19356.1	1
ScoY8t2_66;HRSCAF=82	90333	0.3762	0	16.1068	Chordata	273339.0	1
ScoY8t2_67;HRSCAF=83	546	0.326	0	0.0	Chordata	418.0	0
ScoY8t2_68;HRSCAF=84	20099	0.3979	0	2.9547	Chordata	47772.2	0
ScoY8t2_69;HRSCAF=85	21232	0.5209	0	5.361	Chordata	68840.5	1
ScoY8t2_70;HRSCAF=86	672	0.4196	0	0.0	Chordata	578.0	0
ScoY8t2_71;HRSCAF=87	8376	0.429	0	2.3634	Chordata	38455.4	0
ScoY8t2_72;HRSCAF=88	5106	0.5235	0	0.9692	Chordata	16867.6	0
ScoY8t2_73;HRSCAF=89	49817	0.4187	0	20.365	Chordata	177433.8	1
ScoY8t2_74;HRSCAF=90	3836	0.4559	0	1.2901	Chordata	12831.0	0
ScoY8t2_75;HRSCAF=91	621	0.2689	0	0.0	Chordata	1124.3	0
ScoY8t2_76;HRSCAF=92	5356	0.3801	0	0.0	Chordata	21145.200000000004	0
ScoY8t2_77;HRSCAF=93	4138	0.405	0	1.196	Chordata	12776.4	0
ScoY8t2_78;HRSCAF=94	1045	0.3981	0	0.0	Chordata	582.0	0
ScoY8t2_79;HRSCAF=95	26698	0.4336	0	11.6781	Chordata	90341.09999999999	1
ScoY8t2_80;HRSCAF=96	6201	0.3609	0	1.5962	Chordata	21030.7	0
ScoY8t2_81;HRSCAF=97	2863	0.3374	0	0.0	Chordata	8301.0	0
ScoY8t2_82;HRSCAF=98	1281	0.4309	0	0.0	Chordata	6959.0	0
ScoY8t2_83;HRSCAF=99	59374	0.3864	0	7.0849	Chordata	304104.89999999985	4
ScoY8t2_84;HRSCAF=100	11625	0.3582	0	4.6828	Chordata	48347.1	1
ScoY8t2_85;HRSCAF=101	939	0.442	0	0.0	no-hit	0.0	0
ScoY8t2_86;HRSCAF=102	20099	0.4265	0	3.2009	Chordata	86438.29999999999	1
ScoY8t2_87;HRSCAF=103	8909	0.4016	0	5.5549	Chordata	52513.1	1
ScoY8t2_88;HRSCAF=104	35729	0.4016	0	8.7263	Chordata	151882.1	2
ScoY8t2_89;HRSCAF=105	5988	0.3712	0	0.0	Chordata	23157.5	0
ScoY8t2_90;HRSCAF=106	60151	0.3988	0	29.8657	Chordata	180324.70000000004	2
ScoY8t2_91;HRSCAF=107	16604	0.3831	0	3.2786	Chordata	66601.20000000003	0
ScoY8t2_92;HRSCAF=108	4809	0.3681	0	5.1455	Chordata	42224.0	0
ScoY8t2_93;HRSCAF=109	1216	0.3742	0	0.0	Chordata	5608.0	0
ScoY8t2_94;HRSCAF=110	1049	0.5443	0	0.0	Chordata	1099.0	0
ScoY8t2_95;HRSCAF=112	52862	0.477	0	48.682	Chordata	41632.4	1
ScoY8t2_96;HRSCAF=113	15225	0.491	0	4.5507	no-hit	0.0	0
ScoY8t2_97;HRSCAF=114	84355	0.4157	100	5.8737	Chordata	378953.2999999997	1
ScoY8t2_98;HRSCAF=115	7123	0.4999	0	3.4739	Chordata	4109.0	0
ScoY8t2_99;HRSCAF=116	19612	0.485	0	13.1217	no-hit	0.0	0
ScoY8t2_100;HRSCAF=117	77530084	0.41	46419	8.8248	Chordata	174940932.4000241	0
ScoY8t2_101;HRSCAF=118	13120	0.4076	0	1.886	Chordata	40648.9	0
ScoY8t2_102;HRSCAF=119	13874	0.4885	0	19.262	no-hit	0.0	0
ScoY8t2_103;HRSCAF=120	4297	0.435	0	2.3034	Chordata	8951.8	0
ScoY8t2_104;HRSCAF=121	992	0.4637	0	0.0	Chordata	1061.0	0
ScoY8t2_105;HRSCAF=122	16347	0.4831	0	8.4767	no-hit	0.0	0
ScoY8t2_106;HRSCAF=123	6069	0.4928	0	8.9698	no-hit	0.0	0
ScoY8t2_107;HRSCAF=124	94836	0.3875	100	3.9702	Chordata	318649.6	1
ScoY8t2_108;HRSCAF=125	5690	0.3562	0	0.0	Chordata	52645.0	0
ScoY8t2_109;HRSCAF=126	782	0.3593	0	0.0	Chordata	2014.0	0
ScoY8t2_110;HRSCAF=128	36777	0.4715	0	37.2745	Chordata	34057.3	1
ScoY8t2_111;HRSCAF=129	1360	0.5184	0	0.0	Chordata	4520.8	0
ScoY8t2_112;HRSCAF=130	1129	0.4367	0	0.0	Chordata	3164.8	0
ScoY8t2_113;HRSCAF=131	10045	0.4921	0	2.4634	no-hit	0.0	0
ScoY8t2_114;HRSCAF=132	4124	0.4774	0	1.2	no-hit	0.0	0
ScoY8t2_115;HRSCAF=133	25389	0.4695	0	12.4751	Chordata	19677.099999999995	0
ScoY8t2_116;HRSCAF=134	1216910	0.4163	4373	4.0447	Chordata	5164551.199999991	2
ScoY8t2_117;HRSCAF=135	76232311	0.4231	67482	8.2722	Chordata	174103872.6000342	0
ScoY8t2_118;HRSCAF=137	12149	0.3911	0	0.4074	Chordata	48861.40000000001	1
ScoY8t2_119;HRSCAF=138	1205	0.5494	0	0.0	Chordata	2996.2000000000003	0
ScoY8t2_120;HRSCAF=139	14836	0.5111	0	4.3365	Chordata	35489.299999999996	0
ScoY8t2_121;HRSCAF=140	16449	0.3899	0	4.2121	Chordata	86448.20000000001	1
ScoY8t2_122;HRSCAF=141	9705	0.4688	0	4.0795	Chordata	31571.8	1
ScoY8t2_123;HRSCAF=142	53731631	0.3987	34531	8.496	Chordata	137964358.1999895	0
ScoY8t2_124;HRSCAF=144	4301	0.4811	0	2.3013	Chordata	9206.400000000001	0
ScoY8t2_125;HRSCAF=145	686	0.3586	0	0.0	Chordata	2925.8	0
ScoY8t2_126;HRSCAF=146	1338	0.4888	0	0.0	Chordata	2899.0	0
ScoY8t2_127;HRSCAF=147	129315	0.428	0	20.0535	Chordata	705480.7999999998	2
ScoY8t2_128;HRSCAF=148	1794	0.4264	0	5.5172	Chordata	6924.0	1
ScoY8t2_129;HRSCAF=150	21009	0.4345	0	5.1823	Chordata	110606.70000000001	0
ScoY8t2_130;HRSCAF=151	205959	0.4849	0	6.1753	Chordata	736713.0000000001	2
ScoY8t2_131;HRSCAF=153	59001	0.392	0	8.5556	Chordata	306585.0	1
ScoY8t2_132;HRSCAF=154	11968	0.4359	0	1.2405	Chordata	60104.700000000004	1
ScoY8t2_133;HRSCAF=156	67516	0.3918	0	169.9819	Chordata	208220.30000000005	2
ScoY8t2_134;HRSCAF=157	24522	0.4428	554	28.9071	Chordata	25996.800000000003	0
ScoY8t2_135;HRSCAF=158	4755	0.4437	0	2.0816	Chordata	18363.0	0
ScoY8t2_136;HRSCAF=159	7685	0.4126	0	1.2879	Chordata	27682.0	0
ScoY8t2_137;HRSCAF=160	739	0.5359	0	0.0	Chordata	3075.2999999999997	0
ScoY8t2_138;HRSCAF=161	2702	0.3501	0	0.0	Chordata	22213.0	0
ScoY8t2_139;HRSCAF=162	548	0.3996	0	0.0	Chordata	2660.0	0
ScoY8t2_140;HRSCAF=164	4177	0.4032	0	1.1848	Chordata	9567.1	0
ScoY8t2_141;HRSCAF=165	114226	0.4503	0	10.3115	Chordata	482801.49999999994	0
ScoY8t2_142;HRSCAF=166	9871	0.4628	0	2.0054	Chordata	96826.4	0
ScoY8t2_143;HRSCAF=167	140809	0.4318	200	9.8901	Chordata	427489.79999999964	1
ScoY8t2_144;HRSCAF=168	3968	0.4849	0	6.236	Chordata	30474.0	0
ScoY8t2_145;HRSCAF=169	2581	0.203	0	0.0	Chordata	2707.0	0
ScoY8t2_146;HRSCAF=170	882	0.5204	0	0.0	no-hit	0.0	0
ScoY8t2_147;HRSCAF=171	4715	0.3682	0	1.0496	Chordata	48007.0	0
ScoY8t2_148;HRSCAF=172	5204	0.3909	0	0.951	Chordata	34379.0	1
ScoY8t2_149;HRSCAF=173	766	0.4295	0	0.0	Chordata	4173.0	0
ScoY8t2_150;HRSCAF=174	9627	0.3507	0	4.6266	Chordata	50188.0	0
ScoY8t2_151;HRSCAF=175	15002	0.4061	0	7.5873	Chordata	51532.69999999999	1
ScoY8t2_152;HRSCAF=177	4263	0.3634	0	1.1609	Chordata	9154.399999999998	0
ScoY8t2_153;HRSCAF=178	993	0.3927	0	0.0	Chordata	2324.0	0
ScoY8t2_154;HRSCAF=179	5821	0.3759	0	5.1011	Chordata	20529.3	0
ScoY8t2_155;HRSCAF=180	1130	0.4602	0	0.0	Chordata	6143.0	0
ScoY8t2_156;HRSCAF=181	66526	0.4655	0	16.8122	Chordata	282352.2	1
ScoY8t2_157;HRSCAF=182	11973	0.3896	0	2.48	Chordata	40676.2	1
ScoY8t2_158;HRSCAF=183	70164	0.4328	0	31.1052	Chordata	315360.7	2
ScoY8t2_159;HRSCAF=185	1259	0.4504	0	0.0	Chordata	5403.0	0
ScoY8t2_160;HRSCAF=186	17908	0.3658	0	24.8716	Chordata	53690.0	0
ScoY8t2_161;HRSCAF=187	12175	0.3951	0	1.2194	Chordata	32743.7	0
ScoY8t2_162;HRSCAF=188	909	0.5578	0	0.0	Chordata	5576.0	0
ScoY8t2_163;HRSCAF=189	11976	0.4643	0	19.422	Chordata	32086.500000000004	0
ScoY8t2_164;HRSCAF=190	59216	0.4556	100	3.9346	Chordata	279369.7	1
ScoY8t2_165;HRSCAF=192	62546	0.4027	0	11.7895	Chordata	100569.60000000005	1
ScoY8t2_166;HRSCAF=193	896	0.2935	0	0.0	Chordata	4323.4	0
ScoY8t2_167;HRSCAF=194	621	0.4461	0	0.0	no-hit	0.0	0
ScoY8t2_168;HRSCAF=195	12409	0.3812	0	3.5893	Chordata	89073.5	0
ScoY8t2_169;HRSCAF=196	70658	0.4882	0	4.2024	Chordata	243116.20000000004	1
ScoY8t2_170;HRSCAF=197	8276	0.4073	0	2.9899	Chordata	58741.0	1
ScoY8t2_171;HRSCAF=198	1024	0.4141	0	0.0	Chordata	6409.0	0
ScoY8t2_172;HRSCAF=200	34601	0.3831	0	12.8725	Chordata	111308.20000000004	0
ScoY8t2_173;HRSCAF=201	1401	0.4168	0	0.0	Chordata	4075.0	0
ScoY8t2_174;HRSCAF=202	4364	0.412	0	2.2681	Chordata	37798.0	0
ScoY8t2_175;HRSCAF=203	11735	0.3619	0	1.6869	Chordata	36270.099999999984	1
ScoY8t2_176;HRSCAF=204	15050	0.4064	0	3.2883	Chordata	55885.9	0
ScoY8t2_177;HRSCAF=205	542	0.4096	0	0.0	Chordata	3289.0	0
ScoY8t2_178;HRSCAF=206	6214	0.3663	0	1.5928	Chordata	20936.300000000003	0
ScoY8t2_179;HRSCAF=207	8913	0.3323	0	3.3315	Chordata	20062.0	0
ScoY8t2_180;HRSCAF=208	3227	0.3279	0	0.0	Chordata	7758.0	1
ScoY8t2_181;HRSCAF=209	9950	0.4076	0	3.979	Chordata	34129.0	0
ScoY8t2_182;HRSCAF=210	18131	0.3998	0	2.1836	Chordata	48791.49999999999	0
ScoY8t2_183;HRSCAF=212	2003	0.3784	0	2.4707	Chordata	5725.400000000001	0
ScoY8t2_184;HRSCAF=213	71360	0.4466	0	7.4899	Chordata	553670.0999999995	3
ScoY8t2_185;HRSCAF=215	7933	0.436	0	3.1192	Chordata	46734.0	1
ScoY8t2_186;HRSCAF=216	21956	0.3644	0	2.9302	Chordata	63261.1	0
ScoY8t2_187;HRSCAF=217	1319	0.3867	0	0.0	Chordata	6261.0	0
ScoY8t2_188;HRSCAF=218	9006	0.4322	0	8.2427	Chordata	20224.1	1
ScoY8t2_189;HRSCAF=219	43737	0.4203	0	5.8839	Chordata	186538.2	1
ScoY8t2_190;HRSCAF=220	1275	0.4337	0	0.0	Chordata	7740.5	0
ScoY8t2_191;HRSCAF=222	3718	0.5947	0	1.3311	Chordata	8335.5	0
ScoY8t2_192;HRSCAF=224	983	0.4283	0	0.0	Chordata	1640.4999999999998	0
ScoY8t2_193;HRSCAF=225	17523	0.3787	0	3.1067	Chordata	42075.1	1
ScoY8t2_194;HRSCAF=226	8908	0.4314	0	52.2223	Chordata	58128.0	1
ScoY8t2_195;HRSCAF=227	8790	0.3838	0	3.3781	Chordata	47116.8	0
ScoY8t2_196;HRSCAF=228	1931	0.5065	0	2.5629	Chordata	9247.0	0
ScoY8t2_197;HRSCAF=229	60593	0.4628	0	8.2491	Chordata	156296.0	1
ScoY8t2_198;HRSCAF=230	882	0.4977	0	0.0	Chordata	2029.6	0
ScoY8t2_199;HRSCAF=231	1195	0.3389	0	0.0	Chordata	7750.0	0
ScoY8t2_200;HRSCAF=232	49419	0.4873	0	38.4544	Chordata	77601.7	0
ScoY8t2_201;HRSCAF=234	21711	0.4383	0	4.103	Chordata	52128.60000000004	0
ScoY8t2_202;HRSCAF=235	1274	0.3383	0	0.0	Chordata	2067.8999999999996	0
ScoY8t2_203;HRSCAF=236	61612579	0.3835	41961	8.6518	Chordata	155319213.0000074	0
ScoY8t2_204;HRSCAF=237	15619	0.4487	0	17.7437	Chordata	65093.799999999996	0
ScoY8t2_205;HRSCAF=239	2954	0.4577	0	0.0	Chordata	6472.200000000001	0
ScoY8t2_206;HRSCAF=241	25740	0.4217	0	4.6144	Chordata	78227.4	0
ScoY8t2_207;HRSCAF=243	978	0.3814	0	0.0	Chordata	2151.0	0
ScoY8t2_208;HRSCAF=244	1096	0.5411	0	0.0	Chordata	1671.1000000000001	0
ScoY8t2_209;HRSCAF=245	749	0.3391	0	0.0	Chordata	1451.0	0
ScoY8t2_210;HRSCAF=247	6453	0.3763	0	1.5338	Chordata	28297.49999999999	0
ScoY8t2_211;HRSCAF=248	903	0.3189	0	0.0	no-hit	0.0	0
ScoY8t2_212;HRSCAF=249	773	0.5343	0	0.0	Chordata	1233.1999999999998	0
ScoY8t2_213;HRSCAF=252	1263	0.46	0	0.0	Chordata	3319.1	0
ScoY8t2_214;HRSCAF=253	865	0.6671	0	0.0	Chordata	822.5999999999999	0
ScoY8t2_215;HRSCAF=254	7689	0.5422	0	0.0	Chordata	42464.0	0
ScoY8t2_216;HRSCAF=255	1622	0.3157	0	0.0	Chordata	2147.0	0
ScoY8t2_217;HRSCAF=256	551	0.343	0	0.0	Chordata	1983.1	0
ScoY8t2_218;HRSCAF=259	35668	0.4409	0	5.6887	Chordata	74029.6	1
ScoY8t2_219;HRSCAF=260	1061	0.4402	0	0.0	Chordata	2399.0	0
ScoY8t2_220;HRSCAF=261	38529	0.4421	0	10.7895	Chordata	68025.9	1
ScoY8t2_221;HRSCAF=262	46905	0.3888	0	53.1765	Chordata	245802.7	0
ScoY8t2_222;HRSCAF=263	5577	0.3764	0	2.6621	Chordata	14078.799999999997	0
ScoY8t2_223;HRSCAF=264	29721	0.5381	0	9.3247	Chordata	89954.0	0
ScoY8t2_224;HRSCAF=265	949	0.3372	0	0.0	Chordata	1712.9	0
ScoY8t2_225;HRSCAF=266	821	0.5408	0	0.0	no-hit	0.0	0
ScoY8t2_226;HRSCAF=267	43176	0.5151	0	8.3674	Chordata	72628.7	2
ScoY8t2_227;HRSCAF=268	1595	0.4063	0	0.0	Chordata	2859.0	0
ScoY8t2_228;HRSCAF=269	45595	0.4007	0	10.3113	Chordata	212647.39999999997	0
ScoY8t2_229;HRSCAF=271	13300866	0.4141	16950	8.5198	Chordata	31068725.50000029	1
ScoY8t2_230;HRSCAF=273	12709	0.4513	0	0.7788	Chordata	39160.59999999999	0
ScoY8t2_231;HRSCAF=274	7192	0.6461	0	0.0	Chordata	17812.0	0
ScoY8t2_232;HRSCAF=275	6228	0.5055	0	4016.8094	Chordata	31845.0	1
ScoY8t2_233;HRSCAF=276	27653	0.4287	0	5.3689	Chordata	113109.4	1
ScoY8t2_234;HRSCAF=277	10000	0.3966	0	4.9489	Chordata	38101.0	0
ScoY8t2_235;HRSCAF=278	602	0.392	0	0.0	Chordata	701.0	0
ScoY8t2_236;HRSCAF=279	13008	0.3955	0	15.218	Nematoda	59438.0	1
ScoY8t2_237;HRSCAF=280	13862	0.4271	0	3.5701	Chordata	50465.200000000004	0
ScoY8t2_238;HRSCAF=281	42018	0.4099	0	20.9649	Chordata	446144.3	0
ScoY8t2_239;HRSCAF=282	1400	0.3421	0	3.5349	Chordata	3513.0	0
ScoY8t2_240;HRSCAF=283	58330	0.4613	0	16.7141	Chordata	241927.30000000002	2
ScoY8t2_241;HRSCAF=284	6975	0.4817	0	52.5045	Chordata	15558.1	1
ScoY8t2_242;HRSCAF=285	6364	0.451	0	2.3329	Chordata	46736.5	0
ScoY8t2_243;HRSCAF=286	69430	0.443	0	19.2453	Chordata	233904.69999999995	0
ScoY8t2_244;HRSCAF=287	56204	0.4532	200	4.1532	Chordata	301715.00000000006	2
ScoY8t2_245;HRSCAF=288	1087	0.4057	0	0.0	Chordata	2813.0	0
ScoY8t2_246;HRSCAF=289	80276	0.4363	0	12.3914	Chordata	449632.2999999998	0
ScoY8t2_247;HRSCAF=290	49652682	0.4287	36900	8.2381	Chordata	122331373.59999052	0
ScoY8t2_248;HRSCAF=291	68655	0.4385	0	15.498	Chordata	428715.19999999995	0
ScoY8t2_249;HRSCAF=292	5014	0.3706	0	1.974	Chordata	36437.0	0
ScoY8t2_250;HRSCAF=293	848	0.4469	0	0.0	Chordata	6006.0	0
ScoY8t2_251;HRSCAF=295	31553	0.4114	0	15.6844	Chordata	74577.2	1
ScoY8t2_252;HRSCAF=296	5912	0.4239	0	0.8371	Chordata	3506.0	0
ScoY8t2_253;HRSCAF=297	16480	0.5181	0	10.5104	Chordata	93049.5	0
ScoY8t2_254;HRSCAF=298	44389	0.4488	0	15.1625	Chordata	199819.90000000008	1
ScoY8t2_255;HRSCAF=299	11421	0.5006	0	2.1666	Chordata	29900.499999999996	0
ScoY8t2_256;HRSCAF=300	11732248	0.3851	5886	8.631	Chordata	41008978.90000026	1
ScoY8t2_257;HRSCAF=301	62270	0.4666	0	8.7422	Chordata	260525.3	1
ScoY8t2_258;HRSCAF=302	144792	0.4147	0	16.5086	Chordata	850306.6000000001	2
ScoY8t2_259;HRSCAF=303	17210	0.3822	0	4.0258	Chordata	105541.40000000002	1
ScoY8t2_260;HRSCAF=304	2673	0.3513	0	5.5543	Chordata	18646.0	1
ScoY8t2_261;HRSCAF=306	5191	0.4822	0	34.321	Chordata	24345.0	0
ScoY8t2_262;HRSCAF=307	1039	0.5322	0	0.0	no-hit	0.0	0
ScoY8t2_263;HRSCAF=308	10518	0.5122	0	2.3526	Chordata	49011.6	0
ScoY8t2_264;HRSCAF=309	3288	0.3975	0	36.1234	Chordata	19181.3	0
ScoY8t2_265;HRSCAF=310	2172	0.5143	0	0.0	Chordata	3539.2000000000003	0
ScoY8t2_266;HRSCAF=311	15066	0.3207	0	3.6133	Chordata	30845.5	0
ScoY8t2_267;HRSCAF=312	12375	0.3749	0	6.7985	Chordata	80740.29999999999	1
ScoY8t2_268;HRSCAF=313	46397	0.4341	0	24.7461	Chordata	310128.5999999999	1
ScoY8t2_269;HRSCAF=314	6050	0.3878	0	1.636	Chordata	30655.9	0
ScoY8t2_270;HRSCAF=315	10633	0.3862	0	4.1889	Chordata	27031.3	0
ScoY8t2_271;HRSCAF=316	72835	0.4341	0	22.8301	Chordata	295163.69999999995	2
ScoY8t2_272;HRSCAF=317	1143	0.5284	0	0.0	Chordata	5672.600000000001	0
ScoY8t2_273;HRSCAF=319	38202	0.4341	0	6.0886	Chordata	147871.50000000003	1
ScoY8t2_274;HRSCAF=320	18766	0.6047	0	11.6035	Chordata	45873.0	0
ScoY8t2_275;HRSCAF=321	11386	0.4958	0	11.3008	Chordata	53916.0	1
ScoY8t2_276;HRSCAF=322	664	0.2937	0	0.0	Chordata	2040.0	0
ScoY8t2_277;HRSCAF=323	10988	0.4616	0	3.1527	Chordata	34048.6	0
ScoY8t2_278;HRSCAF=324	28944	0.3806	0	6.1553	Chordata	99438.7	2
ScoY8t2_279;HRSCAF=325	6152	0.5271	0	0.8044	Chordata	11497.7	0
ScoY8t2_280;HRSCAF=326	1028	0.4047	0	0.0	no-hit	0.0	0
ScoY8t2_281;HRSCAF=328	101054	0.4432	0	13.7124	Chordata	554528.3999999999	3
ScoY8t2_282;HRSCAF=329	95338967	0.4073	64796	8.5257	Chordata	227971040.7000483	0
ScoY8t2_283;HRSCAF=330	50407	0.4368	0	26.901	Chordata	209478.5	1
ScoY8t2_284;HRSCAF=331	68153227	0.4069	59468	8.3872	Chordata	159987501.80000904	0
ScoY8t2_285;HRSCAF=333	851	0.4959	0	0.0	Chordata	1867.0	0
ScoY8t2_286;HRSCAF=334	863	0.5458	0	0.0	Chordata	460.0	0
ScoY8t2_287;HRSCAF=335	464754	0.4072	400	10.5617	Chordata	1896949.5000000002	3
ScoY8t2_288;HRSCAF=336	83638676	0.4106	61447	8.4001	Chordata	181086222.10005376	0
ScoY8t2_289;HRSCAF=338	72329	0.4995	0	3.7632	Chordata	198277.80000000002	0
ScoY8t2_290;HRSCAF=340	607	0.6705	0	0.0	Chordata	224.0	0
